order_id,order_date,customer_id,product,quantity,price,region
100085,2023-08-06,1305,Keyboard,4.0,28234,North
100086,2023-06-27,1454,Laptop,5.0,27582,East
100087,2022-11-16,1084,Laptop,3.0,10151,East
100088,2023-11-14,2914,Mouse,1.0,39121,South
100089,2022-10-11,2438,Keyboard,1.0,8727,West
100091,2023-06-15,2656,Headphones,2.0,16140,East
100092,2022-08-25,2410,Mobile,5.0,48062,South
100093,2022-03-25,2079,Mobile,5.0,27089,North
100094,2023-09-23,2212,Monitor,2.0,9193,West
100095,2023-10-19,2147,Keyboard,4.0,10916,North
100096,2023-03-17,2678,Mobile,4.0,47367,South
100097,2024-06-11,1260,Mobile,4.0,47636,West
100098,2022-08-29,2118,Laptop,2.0,42072,South
100099,2022-04-04,1765,Mouse,4.0,21096,East
100101,2023-12-25,1511,Laptop,1.0,5840,West
100102,2024-02-17,2314,Mobile,3.0,48313,West
100103,2024-02-17,1999,Headphones,1.0,17847,South
100104,2023-03-25,2274,Monitor,5.0,7709,North
100106,2022-02-08,2420,Mobile,5.0,40720,South
100107,2023-05-20,1229,Mouse,1.0,4001,East
100108,2024-03-06,1487,Mouse,1.0,12178,West
100109,2023-01-11,1695,Keyboard,3.0,37303,North
100110,2022-11-15,1327,Monitor,4.0,46822,West
100111,2022-09-26,2244,Headphones,1.0,19745,West
100112,2023-07-05,2994,Mouse,3.0,5107,West
100113,2022-02-17,2229,Keyboard,4.0,6095,North
100114,2022-02-20,2944,Monitor,5.0,23131,North
100115,2022-07-18,2955,Headphones,1.0,14444,North
100116,2022-04-23,1794,Headphones,2.0,24942,South
100117,2024-01-06,2223,Keyboard,5.0,20163,South
100118,2022-09-20,2466,Mobile,3.0,1511,West
100119,2023-08-06,2139,Headphones,3.0,21355,East
100121,2023-11-09,1575,Mouse,2.0,47300,North
100122,2024-04-21,1533,Laptop,1.0,27480,East
100123,2023-08-14,1401,Keyboard,4.0,9953,East
100124,2022-12-14,1970,Mouse,5.0,20579,West
100125,2023-11-28,2807,Monitor,4.0,6673,West
100126,2023-09-13,1077,Laptop,1.0,21028,West
100127,2024-06-10,1301,Laptop,3.0,5029,South
100128,2023-12-03,2485,Mobile,5.0,30814,South
100129,2022-09-18,1130,Mobile,4.0,20401,North
100130,2024-06-05,2121,Mouse,5.0,42037,East
100131,2023-04-25,1732,Mobile,5.0,35926,East
100132,2024-04-24,1894,Keyboard,3.0,32481,East
100133,2022-12-04,2954,Laptop,2.0,2384,South
100134,2023-02-26,2199,Mouse,1.0,46871,West
100136,2023-06-26,1125,Keyboard,5.0,9203,North
100137,2022-09-30,1608,Monitor,5.0,30783,South
100138,2023-02-06,2752,Headphones,3.0,45719,East
100139,2023-05-16,1287,Headphones,2.0,13035,East
100141,2024-02-26,1087,Mobile,3.0,30683,West
100142,2023-10-22,2704,Monitor,5.0,36111,North
100143,2023-02-08,2478,Headphones,1.0,40529,North
100144,2023-07-24,2363,Laptop,1.0,833,East
100145,2023-12-30,1787,Headphones,2.0,41103,West
100146,2022-06-02,1867,Mouse,2.0,6365,West
100147,2022-12-11,2605,Monitor,4.0,32861,East
100148,2022-06-28,1876,Headphones,1.0,45595,West
100149,2022-08-18,1916,Keyboard,1.0,49989,South
100151,2023-12-04,1282,Monitor,2.0,45324,East
100152,2023-05-31,2938,Monitor,2.0,19379,East
100153,2023-03-28,1355,Laptop,3.0,5218,West
100154,2024-05-24,2945,Mobile,1.0,30575,East
100155,2022-02-25,2563,Mouse,2.0,20234,West
100156,2023-02-02,1085,Mobile,4.0,15502,West
100157,2023-04-02,2115,Keyboard,2.0,13342,South
100158,2024-04-20,1197,Monitor,1.0,29739,East
100159,2023-07-20,1846,Monitor,1.0,3953,South
100161,2022-10-02,2623,Mouse,1.0,3906,West
100162,2023-04-29,2807,Mouse,1.0,49378,East
100163,2022-10-08,1736,Laptop,5.0,24599,South
100164,2024-02-27,1608,Mouse,1.0,17665,South
100166,2023-08-29,2390,Mouse,5.0,12928,North
100167,2023-10-11,1856,Headphones,4.0,10306,West
100168,2023-05-12,2757,Monitor,5.0,49524,South
100169,2023-07-11,2931,Keyboard,4.0,32222,South
100170,2024-01-30,1056,Mobile,2.0,11900,North
100171,2023-06-18,1327,Monitor,4.0,21306,South
100172,2022-03-28,1475,Monitor,3.0,34827,East
100173,2022-08-15,2000,Mouse,4.0,570,South
100174,2024-05-06,2963,Headphones,1.0,45221,North
100175,2023-08-08,1028,Headphones,3.0,7454,North
100176,2024-03-13,2881,Headphones,5.0,40071,West
100177,2024-04-14,2976,Laptop,3.0,40069,North
100178,2022-07-22,2322,Mobile,4.0,2170,North
100179,2022-11-14,2730,Headphones,3.0,48648,West
100181,2022-02-13,1861,Keyboard,3.0,47961,North
100182,2022-03-11,1812,Mobile,4.0,20834,East
100183,2022-08-07,2491,Headphones,5.0,27817,North
100184,2022-10-11,2485,Headphones,3.0,27994,North
100185,2022-05-23,2438,Mobile,2.0,31240,West
100186,2023-08-13,1976,Headphones,5.0,32829,West
100187,2022-05-29,1588,Laptop,3.0,5140,East
100188,2023-02-04,1125,Laptop,3.0,9796,West
100189,2024-01-29,2667,Monitor,3.0,16970,West
100190,2023-05-06,1453,Headphones,3.0,26163,South
100191,2023-02-20,1935,Monitor,1.0,42034,South
100192,2024-04-01,2460,Mouse,2.0,17084,East
100193,2022-03-04,2777,Keyboard,4.0,9733,North
100194,2024-05-12,1885,Laptop,4.0,12812,South
100196,2024-04-20,2886,Laptop,3.0,36493,East
100197,2023-07-04,1819,Mobile,1.0,28141,South
100198,2022-06-04,1939,Laptop,1.0,23085,West
100199,2023-11-19,1081,Mouse,1.0,30995,North
100201,2024-02-17,1835,Monitor,5.0,25903,West
100202,2022-05-05,1490,Mouse,3.0,5501,North
100203,2022-04-10,1365,Laptop,5.0,45566,East
100204,2022-10-29,1453,Keyboard,3.0,42284,East
100205,2022-06-04,1960,Laptop,5.0,35067,West
100206,2023-06-14,1253,Headphones,5.0,4896,East
100207,2024-06-09,2463,Mobile,3.0,24659,East
100208,2023-01-28,2103,Headphones,4.0,31882,South
100209,2022-01-23,1492,Monitor,3.0,20046,South
100211,2024-03-21,1538,Monitor,4.0,40093,East
100212,2023-03-10,2611,Mobile,4.0,43305,West
100213,2022-01-04,2206,Monitor,2.0,715,North
100214,2022-12-29,1162,Headphones,3.0,28800,North
100215,2023-05-19,1760,Mouse,5.0,34183,West
100216,2022-05-20,2776,Mobile,1.0,5256,East
100217,2022-07-12,2337,Keyboard,4.0,17590,West
100218,2023-02-14,1840,Monitor,3.0,20475,East
100219,2024-03-17,1172,Monitor,3.0,15454,South
100221,2024-06-03,1399,Keyboard,3.0,13666,West
100222,2022-02-16,2055,Headphones,4.0,29945,North
100223,2023-04-09,2373,Mobile,4.0,27289,East
100224,2024-03-04,2093,Mobile,3.0,43480,East
100226,2024-05-27,1620,Keyboard,3.0,3522,West
100227,2023-01-26,1731,Headphones,5.0,29475,East
100228,2022-01-06,1879,Monitor,5.0,25887,East
100229,2023-01-12,2878,Keyboard,2.0,32610,North
100230,2023-04-18,2078,Monitor,5.0,33894,North
100231,2024-04-06,2698,Monitor,2.0,3408,North
100232,2022-12-05,1559,Mouse,2.0,19271,North
100233,2022-04-19,2783,Monitor,4.0,1837,East
100234,2022-10-05,1412,Mobile,1.0,41122,East
100235,2023-06-01,2087,Headphones,1.0,41892,North
100236,2023-03-16,2129,Monitor,2.0,15784,East
100237,2022-07-01,1852,Monitor,3.0,13785,East
100238,2024-06-17,1942,Headphones,2.0,25577,North
100239,2023-02-23,2461,Laptop,2.0,17434,East
100241,2024-01-17,1599,Monitor,4.0,11528,West
100242,2024-01-13,2148,Keyboard,4.0,15639,South
100243,2023-03-20,1299,Monitor,4.0,1972,North
100244,2022-09-02,1453,Keyboard,3.0,37769,West
100245,2023-08-16,2378,Mouse,3.0,4371,North
100246,2023-06-13,2018,Headphones,2.0,37638,East
100247,2023-01-06,2904,Headphones,2.0,16664,North
100248,2022-11-29,1564,Monitor,1.0,32287,North
100249,2024-01-22,2055,Mouse,2.0,37808,East
100250,2022-02-02,2983,Keyboard,4.0,15093,East
100251,2023-01-18,2518,Mobile,5.0,3634,North
100252,2024-02-15,2855,Headphones,1.0,26037,North
100253,2024-03-28,2348,Headphones,2.0,17715,South
100254,2023-12-01,1279,Mouse,4.0,37245,West
100256,2022-02-22,1099,Headphones,5.0,29790,West
100257,2024-02-08,1290,Headphones,1.0,24404,East
100258,2024-01-14,1750,Mouse,1.0,32978,East
100259,2024-05-22,2365,Monitor,5.0,28913,South
100261,2022-07-29,1226,Mouse,3.0,41963,West
100262,2023-11-02,2756,Headphones,2.0,23686,North
100263,2022-02-21,1004,Mouse,2.0,45208,East
100264,2022-09-26,1013,Monitor,3.0,1698,East
100265,2023-06-01,2219,Keyboard,1.0,8931,South
100266,2022-06-23,1160,Mobile,4.0,46916,North
100267,2022-05-05,1770,Monitor,5.0,18071,East
100268,2023-12-06,2969,Mobile,4.0,5004,South
100269,2023-08-01,1605,Headphones,1.0,47499,North
100271,2022-12-23,1377,Laptop,5.0,34783,South
100272,2022-12-29,2298,Mobile,1.0,41158,East
100273,2022-12-13,2519,Mobile,5.0,16719,West
100274,2023-01-18,1434,Mobile,3.0,5730,South
100275,2022-08-14,1044,Keyboard,2.0,39211,North
100276,2022-08-20,1263,Monitor,5.0,18067,West
100277,2023-11-11,2138,Keyboard,3.0,8868,West
100278,2024-06-18,2819,Monitor,1.0,17214,West
100279,2022-11-26,2092,Monitor,2.0,49160,East
100281,2023-03-11,2034,Keyboard,5.0,44604,South
100282,2022-05-31,1439,Monitor,5.0,22543,East
100283,2024-01-07,2996,Mobile,3.0,27757,West
100284,2023-03-26,2994,Mouse,5.0,39064,East
100286,2022-05-23,2783,Keyboard,4.0,34919,North
100287,2024-04-10,2282,Keyboard,3.0,23007,East
100288,2023-07-11,2971,Mouse,1.0,2486,East
100289,2022-05-10,2492,Monitor,2.0,7372,North
100290,2022-07-04,1138,Mobile,4.0,42269,South
100291,2022-03-27,1061,Mobile,5.0,42999,West
100292,2023-09-27,2120,Laptop,2.0,7411,North
100293,2024-06-05,2710,Monitor,3.0,793,North
100294,2023-09-16,2075,Laptop,4.0,32738,North
100295,2023-09-22,2385,Laptop,4.0,3683,South
100296,2023-07-13,1646,Keyboard,4.0,27871,South
100297,2022-02-07,2255,Mobile,2.0,6123,East
100298,2022-12-21,2379,Mobile,5.0,12189,East
100299,2023-07-20,2650,Monitor,4.0,39242,South
100301,2022-07-26,2694,Mouse,4.0,25773,North
100302,2022-11-16,2444,Keyboard,4.0,16867,West
100303,2024-03-16,2820,Monitor,3.0,34914,West
100304,2022-07-29,1089,Headphones,3.0,11783,West
100305,2023-04-22,1231,Keyboard,4.0,41545,East
100306,2022-11-22,1516,Headphones,1.0,30384,West
100307,2023-06-04,1879,Monitor,5.0,14725,West
100308,2022-05-29,1732,Mobile,5.0,37443,South
100309,2023-04-19,1158,Mouse,2.0,15012,North
100310,2023-06-14,2870,Laptop,3.0,40665,South
100311,2023-09-27,2602,Keyboard,3.0,22368,East
100312,2022-04-26,2553,Headphones,1.0,10939,South
100313,2023-06-16,1605,Keyboard,4.0,32823,East
100314,2024-03-24,2358,Keyboard,5.0,3735,North
100316,2023-04-15,2715,Headphones,1.0,43704,North
100317,2023-07-14,2522,Monitor,2.0,36917,East
100318,2023-12-14,1905,Mouse,4.0,38580,East
100319,2024-02-14,2100,Mouse,5.0,43888,South
100321,2024-05-03,1750,Monitor,4.0,21142,East
100322,2022-09-21,1875,Mouse,4.0,47909,East
100323,2022-05-24,1183,Monitor,4.0,14442,East
100324,2024-05-13,2109,Headphones,1.0,37732,East
100325,2023-12-03,2146,Monitor,1.0,40475,East
100326,2023-01-05,1949,Laptop,3.0,38635,West
100327,2022-01-01,2563,Laptop,1.0,18586,North
100328,2023-08-26,2518,Mouse,3.0,32348,West
100329,2024-03-10,2492,Mouse,2.0,35056,East
100331,2023-12-29,1479,Mouse,2.0,15830,West
100332,2022-01-17,2908,Monitor,3.0,40685,East
100333,2023-07-15,1520,Mouse,5.0,34943,North
100334,2022-04-19,1374,Mobile,2.0,35438,West
100335,2022-07-21,2147,Keyboard,3.0,2432,East
100336,2022-09-06,1841,Headphones,4.0,35826,South
100337,2023-12-22,2659,Mobile,3.0,18020,East
100338,2023-10-31,1912,Laptop,4.0,32473,East
100339,2023-11-30,2763,Laptop,2.0,39266,South
100341,2022-10-18,1185,Mobile,2.0,42647,West
100342,2023-04-20,1742,Headphones,1.0,49369,North
100343,2022-11-24,1314,Mobile,2.0,18355,North
100344,2023-07-04,2614,Mouse,1.0,34917,South
100346,2023-03-10,1091,Mobile,3.0,701,South
100347,2022-05-04,2295,Monitor,2.0,22708,North
100348,2022-11-05,2181,Laptop,4.0,46314,South
100349,2024-01-23,1308,Mouse,2.0,43357,North
100350,2023-11-01,1674,Monitor,1.0,36479,East
100351,2023-08-17,1753,Keyboard,1.0,41781,West
100352,2022-05-29,2900,Monitor,1.0,19791,East
100353,2022-09-13,2568,Laptop,2.0,48150,West
100354,2023-06-17,2292,Mouse,1.0,43404,North
100355,2023-05-07,1596,Mouse,4.0,14841,North
100356,2023-09-03,1068,Laptop,4.0,9334,South
100357,2023-12-09,1236,Laptop,1.0,49783,East
100358,2022-02-18,2357,Laptop,2.0,27910,North
100359,2023-08-14,1454,Keyboard,1.0,25738,West
100361,2023-03-12,2258,Laptop,2.0,15968,West
100362,2023-05-26,2545,Keyboard,3.0,10824,West
100363,2022-04-05,1632,Keyboard,1.0,28236,East
100364,2022-04-12,1811,Laptop,3.0,40837,West
100365,2024-05-22,1826,Headphones,4.0,2806,North
100366,2023-09-30,1507,Mouse,2.0,25214,South
100367,2023-12-19,1217,Keyboard,3.0,49669,East
100368,2023-12-26,2257,Mouse,2.0,3848,South
100369,2023-06-06,2375,Keyboard,3.0,36519,West
100370,2022-04-10,1632,Mouse,3.0,37534,West
100371,2022-03-15,1834,Laptop,1.0,8449,South
100372,2022-12-27,1108,Keyboard,5.0,29411,East
100373,2024-06-02,2919,Monitor,4.0,6373,South
100374,2023-02-15,1837,Laptop,1.0,26975,East
100376,2022-12-22,2592,Mouse,5.0,39206,South
100377,2022-02-12,2515,Headphones,4.0,10546,West
100378,2024-05-05,1223,Monitor,1.0,19067,South
100379,2023-03-12,1944,Laptop,2.0,36287,North
100381,2024-06-17,1084,Mouse,5.0,49925,West
100382,2023-08-08,1933,Mouse,2.0,40097,North
100383,2024-06-01,2589,Mouse,3.0,27590,East
100384,2022-07-01,1654,Monitor,2.0,44541,South
100385,2023-10-25,2430,Mouse,3.0,6232,East
100386,2022-06-01,2029,Headphones,2.0,6282,South
100387,2023-07-14,2859,Laptop,2.0,31795,West
100388,2022-02-14,1322,Laptop,5.0,16111,South
100389,2023-08-11,2701,Headphones,1.0,14683,North
100391,2022-11-12,2819,Mobile,4.0,43998,West
100392,2022-07-21,1926,Keyboard,3.0,39279,West
100393,2022-08-31,2211,Mouse,1.0,44471,East
100394,2022-04-29,1262,Mobile,2.0,23504,North
100395,2023-03-06,1402,Mouse,3.0,33961,North
100396,2022-09-26,2083,Monitor,1.0,11109,North
100397,2022-03-13,2217,Headphones,1.0,36603,West
100398,2022-06-28,2195,Keyboard,2.0,11441,East
100399,2023-01-20,1989,Mouse,4.0,27230,East
100401,2022-08-19,1437,Laptop,5.0,44932,West
100402,2023-03-08,2701,Headphones,1.0,22252,North
100403,2022-11-18,1090,Monitor,1.0,9975,East
100404,2022-05-07,2111,Mobile,1.0,38265,East
100406,2022-05-07,2147,Mobile,3.0,6741,West
100407,2023-03-04,1416,Headphones,2.0,28530,West
100408,2023-02-09,1609,Monitor,5.0,49090,South
100409,2023-10-10,2164,Keyboard,1.0,14940,North
100410,2023-06-14,2155,Keyboard,5.0,11730,West
100411,2022-12-04,1703,Mouse,3.0,5617,West
100412,2022-07-20,2111,Headphones,5.0,34410,South
100413,2022-03-29,1101,Headphones,2.0,17694,East
100414,2023-04-30,2264,Monitor,1.0,7565,East
100415,2024-05-20,2060,Monitor,4.0,7352,South
100416,2024-04-16,2951,Mobile,5.0,21827,North
100417,2023-12-01,2165,Monitor,3.0,19072,West
100418,2023-09-05,1234,Mouse,5.0,2479,West
100419,2022-11-03,1309,Monitor,3.0,38465,South
100421,2022-04-14,1278,Laptop,5.0,31346,South
100422,2023-03-07,2628,Headphones,3.0,35760,South
100423,2023-05-29,2236,Headphones,5.0,508,East
100424,2023-07-18,1771,Monitor,5.0,21423,East
100425,2024-03-31,2021,Monitor,3.0,20015,West
100426,2022-08-08,1403,Monitor,2.0,24159,North
100427,2022-02-25,2051,Laptop,4.0,46652,West
100428,2022-03-06,2383,Monitor,3.0,18172,East
100429,2023-11-15,2973,Mouse,3.0,37919,South
100430,2022-09-05,1738,Headphones,2.0,38605,South
100431,2022-09-06,1835,Monitor,3.0,25831,North
100432,2024-05-28,1842,Mobile,1.0,1437,South
100433,2023-02-19,1387,Mobile,4.0,15276,South
100434,2024-06-04,1737,Mouse,2.0,29986,East
100436,2023-05-06,2605,Keyboard,5.0,36645,East
100437,2023-01-22,2316,Keyboard,3.0,10327,North
100438,2023-08-01,2295,Keyboard,3.0,26489,East
100439,2024-04-17,2741,Mobile,2.0,27021,West
100441,2023-05-16,1233,Headphones,3.0,34764,West
100442,2023-12-08,2565,Monitor,3.0,13145,South
100443,2022-02-26,2466,Headphones,1.0,7235,North
100444,2024-06-05,2612,Monitor,5.0,34841,South
100445,2023-06-02,2430,Mouse,2.0,35639,South
100446,2023-07-10,2663,Mobile,5.0,29614,North
100447,2024-05-11,1427,Mobile,5.0,22752,East
100448,2022-04-21,1323,Headphones,4.0,6340,East
100449,2024-05-08,2406,Keyboard,2.0,6490,West
100451,2023-12-21,1975,Monitor,3.0,15094,West
100452,2023-12-17,2379,Mouse,5.0,7789,East
100453,2022-09-07,2590,Mobile,1.0,32157,North
100454,2023-05-22,1410,Mobile,1.0,46567,North
100455,2023-12-27,1750,Monitor,1.0,16480,North
100456,2023-07-10,1403,Mobile,3.0,11331,North
100457,2024-06-10,2747,Mouse,5.0,34086,West
100458,2023-10-05,2816,Mobile,3.0,8172,North
100459,2023-05-17,1202,Keyboard,2.0,15385,South
100461,2022-02-02,2132,Mobile,1.0,10455,West
100462,2024-04-25,1155,Headphones,5.0,38838,South
100463,2024-06-08,1771,Monitor,3.0,40380,West
100464,2022-07-05,1630,Keyboard,4.0,27094,South
100466,2022-07-04,2633,Keyboard,1.0,41785,South
100467,2022-09-01,1730,Mobile,2.0,48284,South
100468,2022-05-09,2038,Monitor,1.0,13239,West
100469,2024-02-09,1920,Mouse,4.0,42462,West
100470,2024-05-25,2196,Monitor,5.0,20902,East
100471,2023-12-07,1858,Laptop,3.0,7292,South
100472,2024-03-19,1327,Mouse,3.0,22062,South
100473,2023-10-06,2003,Keyboard,3.0,682,South
100474,2022-08-26,1639,Headphones,2.0,26680,North
100475,2022-03-22,1478,Laptop,4.0,40802,North
100476,2022-01-09,1572,Monitor,1.0,32366,West
100477,2022-11-08,2603,Mobile,3.0,31454,West
100478,2022-08-04,2534,Mouse,3.0,3010,West
100479,2022-05-22,2517,Mobile,2.0,16299,West
100481,2022-05-01,2053,Mouse,1.0,37915,North
100482,2023-04-22,1845,Laptop,3.0,47493,South
100483,2022-11-05,1724,Headphones,2.0,16485,South
100484,2022-01-14,2989,Mobile,5.0,24548,North
100485,2022-07-07,2595,Monitor,5.0,48652,South
100486,2022-06-17,2822,Monitor,1.0,40143,East
100487,2024-04-17,2454,Keyboard,2.0,21023,West
100488,2023-06-07,2193,Monitor,4.0,30733,North
100489,2022-07-26,2367,Mobile,3.0,2420,West
100490,2023-10-05,2706,Laptop,1.0,45437,East
100491,2022-12-24,2264,Headphones,4.0,24994,West
100492,2023-07-12,2094,Monitor,1.0,43005,West
100493,2023-03-09,2208,Mobile,3.0,41800,East
100494,2024-02-26,2775,Headphones,4.0,35419,East
100496,2023-05-14,1366,Monitor,5.0,7816,West
100497,2023-04-22,2406,Monitor,2.0,16838,West
100498,2024-05-10,1443,Laptop,4.0,38327,North
100499,2024-02-21,2772,Monitor,2.0,31512,West
100501,2023-10-21,1734,Headphones,1.0,38094,South
100502,2024-02-29,1656,Monitor,5.0,4650,North
100503,2023-04-27,2235,Keyboard,1.0,35914,North
100504,2023-02-15,1453,Monitor,1.0,22621,East
100505,2023-12-06,2256,Headphones,4.0,37590,North
100506,2023-10-05,2910,Headphones,3.0,4394,South
100507,2024-04-24,1049,Mobile,2.0,48493,North
100508,2024-04-27,2376,Laptop,4.0,2030,South
100509,2024-03-02,1660,Laptop,4.0,6281,South
100511,2024-06-01,1884,Mobile,5.0,33417,West
100512,2022-04-23,1808,Mouse,2.0,44407,North
100513,2023-07-26,1916,Keyboard,4.0,18055,South
100514,2023-06-10,2692,Laptop,5.0,15994,West
100515,2022-11-23,2115,Laptop,5.0,38254,East
100516,2023-07-04,2590,Laptop,1.0,28417,East
100517,2023-09-05,1888,Mobile,4.0,17708,West
100518,2023-06-07,1380,Monitor,2.0,23766,East
100519,2023-01-23,2732,Keyboard,4.0,1628,West
100521,2023-04-13,2411,Headphones,1.0,40199,East
100522,2022-08-14,1435,Keyboard,1.0,2497,East
100523,2022-06-27,2475,Mouse,1.0,27483,North
100524,2022-10-05,1620,Mouse,4.0,22858,West
100526,2023-07-14,2197,Laptop,4.0,7952,East
100527,2024-04-25,1206,Headphones,3.0,25598,West
100528,2023-03-26,1932,Mouse,4.0,15736,East
100529,2022-01-27,1533,Keyboard,3.0,26364,West
100530,2022-09-27,1780,Headphones,4.0,47802,South
100531,2024-04-26,1600,Monitor,5.0,5065,East
100532,2024-02-11,1978,Headphones,4.0,13701,North
100533,2022-03-11,2356,Monitor,5.0,27172,South
100534,2023-07-11,2890,Mobile,5.0,39934,East
100535,2023-10-18,2763,Mobile,3.0,18842,North
100536,2023-10-14,1127,Mouse,2.0,25493,North
100537,2023-03-30,1892,Monitor,5.0,40254,South
100538,2022-10-14,1736,Keyboard,1.0,45001,East
100539,2023-11-06,2222,Mobile,2.0,44049,East
100541,2022-12-08,2513,Mobile,3.0,30473,North
100542,2022-07-02,1751,Mobile,1.0,31112,North
100543,2024-01-21,2354,Laptop,3.0,42485,West
100544,2022-06-24,1884,Headphones,2.0,2598,South
100545,2022-07-07,1396,Mouse,5.0,11672,South
100546,2022-10-18,2961,Mouse,4.0,27248,East
100547,2023-07-19,1099,Mouse,2.0,10312,East
100548,2023-07-08,2085,Mobile,2.0,37014,North
100549,2022-06-18,2014,Keyboard,4.0,45217,West
100550,2022-12-27,2730,Monitor,5.0,32910,East
100551,2022-06-28,2421,Laptop,4.0,12677,North
100552,2023-12-01,2673,Headphones,2.0,3012,North
100553,2023-06-27,1004,Monitor,4.0,20947,North
100554,2024-01-07,2706,Monitor,4.0,6373,South
100556,2024-01-09,2782,Mouse,3.0,15249,West
100557,2023-07-01,2874,Mouse,5.0,28169,South
100558,2024-04-21,1045,Mouse,1.0,19596,West
100559,2023-12-21,1128,Mouse,1.0,41491,East
100561,2023-04-27,2187,Monitor,2.0,30565,West
100562,2022-04-23,1571,Laptop,5.0,6757,South
100563,2023-11-23,2793,Laptop,5.0,42634,South
100564,2023-07-15,3000,Monitor,4.0,22802,South
100565,2022-02-18,2374,Mouse,4.0,1829,South
100566,2023-05-19,1360,Keyboard,5.0,1792,West
100567,2022-10-29,2945,Keyboard,4.0,14769,West
100568,2023-03-22,2810,Mouse,4.0,34842,North
100569,2023-06-01,1774,Headphones,3.0,24069,North
100571,2023-11-22,2331,Headphones,2.0,10753,South
